,Demographic,DBN,School Name,Cohort Year,Total Cohort,Total Grads #,Total Grads %,Total Regents - n,Total Regents - % of cohort,Total Regents - % of grads,Advanced Regents - n,Advanced Regents - % of cohort,Advanced Regents - % of grads,Regents w/o Advanced - n,Regents w/o Advanced - % of cohort,Regents w/o Advanced - % of grads,Local - n,Local - % of cohort,Local - % of grads,Still Enrolled - n,Still Enrolled - % of cohort,Dropout #,Dropout %,Grad Year,fiscal_year,system_code,location_code,location_name,BEDS,Managed_by_name,location_type_description,Location_Category_Description,Grades_text,Grades_final_text,open_date,Status_descriptions,Primary_building_code,primary_address_line_1,State_code,X_COORDINATE,Y_COORDINATE,LONGITUDE,LATITUDE,Community_district,Council-district,Census_tract,Borough_block_lot,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Tier_2_Support_Location_Name,HighSchool_Network_Location_Code,HighSchool_Network_Name,HighSchool_Network_Superintendent,Community_district 1,Police_precinct,Closest LIU Distance,Num of LIU Near,Distance From HFL,Closest HFV,borough
696,Total Cohort,12X684,WINGS ACADEMY,2001,83,37,44.6,25,30.1,67.6,0,0.0,0.0,25,30.1,67.6,12,14.5,32.4,35,42.2,10,12.0,2005,2020,12X684,X684,Wings Academy,321200011684,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1996-06-05T00:00:00.000,Open,X879,1122 EAST 180 STREET,NY,1018764.0,245838.0,-73.875262,40.841376000000004,206.0,15.0,22000.0,2040060003.0,BX17,East Tremont,Tuwanna Williams Gray,Principal,718-597-1751,718-931-8366,12,12,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS09,HS Network 09 Superintendent Office,"ALCOFF, MICHAEL",206.0,48.0,0.18150168138857534,1600,0.10267232274882211,D&A Deli Grocery,Bronx
697,Total Cohort,12X684,WINGS ACADEMY,2002,89,51,57.3,45,50.6,88.2,0,0.0,0.0,45,50.6,88.2,6,6.7,11.8,25,28.1,7,7.9,2006,2020,12X684,X684,Wings Academy,321200011684,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1996-06-05T00:00:00.000,Open,X879,1122 EAST 180 STREET,NY,1018764.0,245838.0,-73.875262,40.841376000000004,206.0,15.0,22000.0,2040060003.0,BX17,East Tremont,Tuwanna Williams Gray,Principal,718-597-1751,718-931-8366,12,12,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS09,HS Network 09 Superintendent Office,"ALCOFF, MICHAEL",206.0,48.0,0.18150168138857534,1600,0.10267232274882211,D&A Deli Grocery,Bronx
698,Total Cohort,12X684,WINGS ACADEMY,2003,119,58,48.7,43,36.1,74.09999999999998,7,5.9,12.1,36,30.3,62.1,15,12.6,25.9,43,36.1,14,11.8,2007,2020,12X684,X684,Wings Academy,321200011684,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1996-06-05T00:00:00.000,Open,X879,1122 EAST 180 STREET,NY,1018764.0,245838.0,-73.875262,40.841376000000004,206.0,15.0,22000.0,2040060003.0,BX17,East Tremont,Tuwanna Williams Gray,Principal,718-597-1751,718-931-8366,12,12,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS09,HS Network 09 Superintendent Office,"ALCOFF, MICHAEL",206.0,48.0,0.18150168138857534,1600,0.10267232274882211,D&A Deli Grocery,Bronx
699,Total Cohort,12X684,WINGS ACADEMY,2004,129,69,53.5,47,36.4,68.1,5,3.9,7.2,42,32.6,60.9,22,17.1,31.9,42,32.6,12,9.3,2008,2020,12X684,X684,Wings Academy,321200011684,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1996-06-05T00:00:00.000,Open,X879,1122 EAST 180 STREET,NY,1018764.0,245838.0,-73.875262,40.841376000000004,206.0,15.0,22000.0,2040060003.0,BX17,East Tremont,Tuwanna Williams Gray,Principal,718-597-1751,718-931-8366,12,12,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS09,HS Network 09 Superintendent Office,"ALCOFF, MICHAEL",206.0,48.0,0.18150168138857534,1600,0.10267232274882211,D&A Deli Grocery,Bronx
700,Total Cohort,12X684,WINGS ACADEMY,2005,122,79,64.8,59,48.4,74.7,5,4.1,6.3,54,44.3,68.4,20,16.4,25.3,29,23.8,11,9.0,2009,2020,12X684,X684,Wings Academy,321200011684,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1996-06-05T00:00:00.000,Open,X879,1122 EAST 180 STREET,NY,1018764.0,245838.0,-73.875262,40.841376000000004,206.0,15.0,22000.0,2040060003.0,BX17,East Tremont,Tuwanna Williams Gray,Principal,718-597-1751,718-931-8366,12,12,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS09,HS Network 09 Superintendent Office,"ALCOFF, MICHAEL",206.0,48.0,0.18150168138857534,1600,0.10267232274882211,D&A Deli Grocery,Bronx
701,Total Cohort,12X684,WINGS ACADEMY,2006,116,77,66.4,57,49.1,74.0,8,6.9,10.4,49,42.2,63.6,20,17.2,26.0,17,14.7,12,10.3,2010,2020,12X684,X684,Wings Academy,321200011684,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1996-06-05T00:00:00.000,Open,X879,1122 EAST 180 STREET,NY,1018764.0,245838.0,-73.875262,40.841376000000004,206.0,15.0,22000.0,2040060003.0,BX17,East Tremont,Tuwanna Williams Gray,Principal,718-597-1751,718-931-8366,12,12,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS09,HS Network 09 Superintendent Office,"ALCOFF, MICHAEL",206.0,48.0,0.18150168138857534,1600,0.10267232274882211,D&A Deli Grocery,Bronx
702,Total Cohort,09X260,BRONX CENTER FOR SCIENCE AND MATHEMAT,2005,93,73,78.5,67,72.0,91.8,26,28.0,35.6,41,44.1,56.2,6,6.5,8.2,19,20.4,0,0.0,2009,2020,09X260,X260,Bronx Center for Science and Mathematics,320900011260,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,X002,1363 FULTON AVENUE,NY,1011149.0,243099.0,-73.902794,40.833884000000005,203.0,16.0,14701.0,2029250056.0,BX01,Claremont-Bathgate,EDWARD TOM,Principal,718-992-7089,718-590-1052,9,9,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",203.0,42.0,0.05728112608103787,1886,0.07453921064675377,Food Bazaar,Bronx
703,Total Cohort,09X260,BRONX CENTER FOR SCIENCE AND MATHEMAT,2005,93,73,78.5,67,72.0,91.8,26,28.0,35.6,41,44.1,56.2,6,6.5,8.2,19,20.4,0,0.0,2009,2020,09X260,X260,Bronx Center for Science and Mathematics,320900011260,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,X002,1363 FULTON AVENUE,NY,1011149.0,243099.0,-73.902794,40.833884000000005,203.0,16.0,14701.0,2029250056.0,BX01,Claremont-Bathgate,EDWARD TOM,Principal,718-992-7089,718-590-1052,9,9,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",203.0,42.0,0.05728112608103787,1886,0.07453921064675377,Food Bazaar,Bronx
704,Total Cohort,09X260,BRONX CENTER FOR SCIENCE AND MATHEMAT,2006,100,88,88.0,77,77.0,87.5,29,29.0,33.0,48,48.0,54.5,11,11.0,12.5,8,8.0,4,4.0,2010,2020,09X260,X260,Bronx Center for Science and Mathematics,320900011260,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,X002,1363 FULTON AVENUE,NY,1011149.0,243099.0,-73.902794,40.833884000000005,203.0,16.0,14701.0,2029250056.0,BX01,Claremont-Bathgate,EDWARD TOM,Principal,718-992-7089,718-590-1052,9,9,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",203.0,42.0,0.05728112608103787,1886,0.07453921064675377,Food Bazaar,Bronx
705,Total Cohort,09X260,BRONX CENTER FOR SCIENCE AND MATHEMAT,2006,100,88,88.0,77,77.0,87.5,29,29.0,33.0,48,48.0,54.5,11,11.0,12.5,8,8.0,4,4.0,2010,2020,09X260,X260,Bronx Center for Science and Mathematics,320900011260,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,X002,1363 FULTON AVENUE,NY,1011149.0,243099.0,-73.902794,40.833884000000005,203.0,16.0,14701.0,2029250056.0,BX01,Claremont-Bathgate,EDWARD TOM,Principal,718-992-7089,718-590-1052,9,9,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",203.0,42.0,0.05728112608103787,1886,0.07453921064675377,Food Bazaar,Bronx
706,Total Cohort,09X263,VALIDUS PREPARATORY ACADEMY: AN EXPED,2005,103,70,68.0,51,49.5,72.9,0,0.0,0.0,51,49.5,72.9,19,18.4,27.1,16,15.5,15,14.6,2009,2020,09X263,X263,Validus Preparatory Academy,320900011263,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,X970,1595 BATHGATE AVENUE,NY,1011429.0,245148.0,-73.901774,40.839508,203.0,16.0,16700.0,2029130001.0,BX01,Claremont-Bathgate,Christophe Hibbert,Principal,718-466-4000,718-466-4001,9,9,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,HS09,HS Network 09 Superintendent Office,"ALCOFF, MICHAEL",203.0,42.0,0.11106393680857182,937,0.0526510626582916,Mills Grocery,Bronx
707,Total Cohort,09X263,VALIDUS PREPARATORY ACADEMY: AN EXPED,2006,120,90,75.0,64,53.3,71.1,1,0.8,1.1,63,52.5,70.0,26,21.7,28.9,13,10.8,14,11.7,2010,2020,09X263,X263,Validus Preparatory Academy,320900011263,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,X970,1595 BATHGATE AVENUE,NY,1011429.0,245148.0,-73.901774,40.839508,203.0,16.0,16700.0,2029130001.0,BX01,Claremont-Bathgate,Christophe Hibbert,Principal,718-466-4000,718-466-4001,9,9,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,HS09,HS Network 09 Superintendent Office,"ALCOFF, MICHAEL",203.0,42.0,0.11106393680857182,937,0.0526510626582916,Mills Grocery,Bronx
708,Total Cohort,09X276,LEADERSHIP INSTITUTE,2005,62,42,67.7,26,41.9,61.9,3,4.8,7.1,23,37.1,54.8,16,25.8,38.1,1,1.6,15,24.2,2009,2020,09X276,X276,Leadership Institute,320900011276,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Closed,X004,1701 FULTON AVENUE,NY,1012488.0,245969.0,-73.89794300000001,40.841758,203.0,15.0,16500.0,2029300075.0,BX01,Claremont-Bathgate,MARTA COLON,PRINCIPAL,718-299-7490,718-299-7496,9,9,,,,,,HS02,H.S. Network 02 Superintendent Office,"STAPLE, CARRON",203.0,42.0,0.14693320925859685,1330,0.1767456893733079,AMIGOS GROCERY,Bronx
709,Total Cohort,09X276,LEADERSHIP INSTITUTE,2006,67,36,53.7,33,49.3,91.7,3,4.5,8.3,30,44.8,83.3,3,4.5,8.3,13,19.4,14,20.9,2010,2020,09X276,X276,Leadership Institute,320900011276,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Closed,X004,1701 FULTON AVENUE,NY,1012488.0,245969.0,-73.89794300000001,40.841758,203.0,15.0,16500.0,2029300075.0,BX01,Claremont-Bathgate,MARTA COLON,PRINCIPAL,718-299-7490,718-299-7496,9,9,,,,,,HS02,H.S. Network 02 Superintendent Office,"STAPLE, CARRON",203.0,42.0,0.14693320925859685,1330,0.1767456893733079,AMIGOS GROCERY,Bronx
710,Total Cohort,09X297,MORRIS ACADEMY FOR COLLABORATIVE STUD,2003,66,48,72.7,6,9.1,12.5,0,0.0,0.0,6,9.1,12.5,42,63.6,87.5,11,16.7,3,4.5,2007,2020,09X297,X297,Morris Academy for Collaborative Studies,320900011297,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,X400,1110 BOSTON ROAD,NY,1010840.0,240756.0,-73.90392,40.827455,203.0,16.0,13500.0,2026340001.0,BX35,Morrisania-Melrose,Matthew Mazzaroppi,Principal,718-617-5312,718-893-7368,9,9,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",203.0,42.0,0.09434008452347689,3339,0.22339670846121648,Z&F Deli Grocery,Bronx
711,Total Cohort,09X297,MORRIS ACADEMY FOR COLLABORATIVE STUD,2004,90,62,68.9,9,10.0,14.5,0,0.0,0.0,9,10.0,14.5,53,58.9,85.5,19,21.1,3,3.3,2008,2020,09X297,X297,Morris Academy for Collaborative Studies,320900011297,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,X400,1110 BOSTON ROAD,NY,1010840.0,240756.0,-73.90392,40.827455,203.0,16.0,13500.0,2026340001.0,BX35,Morrisania-Melrose,Matthew Mazzaroppi,Principal,718-617-5312,718-893-7368,9,9,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",203.0,42.0,0.09434008452347689,3339,0.22339670846121648,Z&F Deli Grocery,Bronx
712,Total Cohort,09X297,MORRIS ACADEMY FOR COLLABORATIVE STUD,2005,61,53,86.9,20,32.8,37.7,0,0.0,0.0,20,32.8,37.7,33,54.1,62.3,0,0.0,5,8.2,2009,2020,09X297,X297,Morris Academy for Collaborative Studies,320900011297,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,X400,1110 BOSTON ROAD,NY,1010840.0,240756.0,-73.90392,40.827455,203.0,16.0,13500.0,2026340001.0,BX35,Morrisania-Melrose,Matthew Mazzaroppi,Principal,718-617-5312,718-893-7368,9,9,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",203.0,42.0,0.09434008452347689,3339,0.22339670846121648,Z&F Deli Grocery,Bronx
713,Total Cohort,09X297,MORRIS ACADEMY FOR COLLABORATIVE STUD,2006,99,67,67.7,36,36.4,53.7,0,0.0,0.0,36,36.4,53.7,31,31.3,46.3,17,17.2,15,15.2,2010,2020,09X297,X297,Morris Academy for Collaborative Studies,320900011297,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,X400,1110 BOSTON ROAD,NY,1010840.0,240756.0,-73.90392,40.827455,203.0,16.0,13500.0,2026340001.0,BX35,Morrisania-Melrose,Matthew Mazzaroppi,Principal,718-617-5312,718-893-7368,9,9,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",203.0,42.0,0.09434008452347689,3339,0.22339670846121648,Z&F Deli Grocery,Bronx
714,Total Cohort,09X329,DREAMYARD PREPARATORY SCHOOL,2006,93,40,43.0,29,31.2,72.5,3,3.2,7.5,26,28.0,65.0,11,11.8,27.5,37,39.8,15,16.1,2010,2020,09X329,X329,DreamYard Preparatory School,320900011329,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2006-07-01T00:00:00.000,Open,X410,240 EAST 172 STREET,NY,1008775.0,245072.0,-73.911366,40.839307,204.0,16.0,22500.0,2028170002.0,BX14,East Concourse-Concourse Village,Alicia Wargo,Principal,718-410-4242,718-410-4312,9,9,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,HS09,HS Network 09 Superintendent Office,"ALCOFF, MICHAEL",204.0,44.0,0.08815877802629712,2613,0.3140843476864832,Baraka African Market,Bronx
715,Total Cohort,09X403,BRONX INTERNATIONAL HIGH SCHOOL,2001,41,21,51.2,21,51.2,100.0,0,0.0,0.0,21,51.2,100.0,0,0.0,0.0,20,48.8,0,0.0,2005,2020,09X403,X403,Bronx International High School,320900011403,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",2001-07-01T00:00:00.000,Open,X400,1110 BOSTON ROAD,NY,1010840.0,240756.0,-73.90392,40.827455,203.0,16.0,13500.0,2026340001.0,BX35,Morrisania-Melrose,JOAQUIN VEGA VARGAS,Principal,718-620-1053,718-620-1056,9,9,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 4- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",203.0,42.0,0.09434008452347689,3339,0.22339670846121648,Z&F Deli Grocery,Bronx
716,Total Cohort,09X403,BRONX INTERNATIONAL HIGH SCHOOL,2002,50,28,56.0,11,22.0,39.3,0,0.0,0.0,11,22.0,39.3,17,34.0,60.7,13,26.0,6,12.0,2006,2020,09X403,X403,Bronx International High School,320900011403,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",2001-07-01T00:00:00.000,Open,X400,1110 BOSTON ROAD,NY,1010840.0,240756.0,-73.90392,40.827455,203.0,16.0,13500.0,2026340001.0,BX35,Morrisania-Melrose,JOAQUIN VEGA VARGAS,Principal,718-620-1053,718-620-1056,9,9,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 4- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",203.0,42.0,0.09434008452347689,3339,0.22339670846121648,Z&F Deli Grocery,Bronx
717,Total Cohort,09X403,BRONX INTERNATIONAL HIGH SCHOOL,2003,61,29,47.5,7,11.5,24.1,0,0.0,0.0,7,11.5,24.1,22,36.1,75.9,26,42.6,1,1.6,2007,2020,09X403,X403,Bronx International High School,320900011403,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",2001-07-01T00:00:00.000,Open,X400,1110 BOSTON ROAD,NY,1010840.0,240756.0,-73.90392,40.827455,203.0,16.0,13500.0,2026340001.0,BX35,Morrisania-Melrose,JOAQUIN VEGA VARGAS,Principal,718-620-1053,718-620-1056,9,9,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 4- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",203.0,42.0,0.09434008452347689,3339,0.22339670846121648,Z&F Deli Grocery,Bronx
718,Total Cohort,09X403,BRONX INTERNATIONAL HIGH SCHOOL,2004,66,45,68.2,21,31.8,46.7,0,0.0,0.0,21,31.8,46.7,24,36.4,53.3,17,25.8,3,4.5,2008,2020,09X403,X403,Bronx International High School,320900011403,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",2001-07-01T00:00:00.000,Open,X400,1110 BOSTON ROAD,NY,1010840.0,240756.0,-73.90392,40.827455,203.0,16.0,13500.0,2026340001.0,BX35,Morrisania-Melrose,JOAQUIN VEGA VARGAS,Principal,718-620-1053,718-620-1056,9,9,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 4- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",203.0,42.0,0.09434008452347689,3339,0.22339670846121648,Z&F Deli Grocery,Bronx
719,Total Cohort,09X403,BRONX INTERNATIONAL HIGH SCHOOL,2005,61,45,73.8,22,36.1,48.9,1,1.6,2.2,21,34.4,46.7,23,37.7,51.1,2,3.3,7,11.5,2009,2020,09X403,X403,Bronx International High School,320900011403,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",2001-07-01T00:00:00.000,Open,X400,1110 BOSTON ROAD,NY,1010840.0,240756.0,-73.90392,40.827455,203.0,16.0,13500.0,2026340001.0,BX35,Morrisania-Melrose,JOAQUIN VEGA VARGAS,Principal,718-620-1053,718-620-1056,9,9,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 4- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",203.0,42.0,0.09434008452347689,3339,0.22339670846121648,Z&F Deli Grocery,Bronx
720,Total Cohort,09X403,BRONX INTERNATIONAL HIGH SCHOOL,2006,88,58,65.9,28,31.8,48.3,0,0.0,0.0,28,31.8,48.3,30,34.1,51.7,25,28.4,4,4.5,2010,2020,09X403,X403,Bronx International High School,320900011403,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",2001-07-01T00:00:00.000,Open,X400,1110 BOSTON ROAD,NY,1010840.0,240756.0,-73.90392,40.827455,203.0,16.0,13500.0,2026340001.0,BX35,Morrisania-Melrose,JOAQUIN VEGA VARGAS,Principal,718-620-1053,718-620-1056,9,9,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 4- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",203.0,42.0,0.09434008452347689,3339,0.22339670846121648,Z&F Deli Grocery,Bronx
721,Total Cohort,09X404,SCHOOL FOR EXCELLENCE,2001,57,40,70.2,10,17.5,25.0,0,0.0,0.0,10,17.5,25.0,30,52.6,75.0,13,22.8,3,5.3,2005,2020,09X404,X404,School for Excellence,320900011404,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,X400,1110 BOSTON ROAD,NY,1010840.0,240756.0,-73.90392,40.827455,203.0,16.0,13500.0,2026340001.0,BX35,Morrisania-Melrose,Leslie Aquino,I.A. Principal,718-860-1385,718-860-4882,9,9,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,HS09,HS Network 09 Superintendent Office,"ALCOFF, MICHAEL",203.0,42.0,0.09434008452347689,3339,0.22339670846121648,Z&F Deli Grocery,Bronx
722,Total Cohort,09X404,SCHOOL FOR EXCELLENCE,2002,68,47,69.1,16,23.5,34.0,0,0.0,0.0,16,23.5,34.0,31,45.6,66.0,13,19.1,1,1.5,2006,2020,09X404,X404,School for Excellence,320900011404,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,X400,1110 BOSTON ROAD,NY,1010840.0,240756.0,-73.90392,40.827455,203.0,16.0,13500.0,2026340001.0,BX35,Morrisania-Melrose,Leslie Aquino,I.A. Principal,718-860-1385,718-860-4882,9,9,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,HS09,HS Network 09 Superintendent Office,"ALCOFF, MICHAEL",203.0,42.0,0.09434008452347689,3339,0.22339670846121648,Z&F Deli Grocery,Bronx
723,Total Cohort,09X404,SCHOOL FOR EXCELLENCE,2003,67,45,67.2,16,23.9,35.6,0,0.0,0.0,16,23.9,35.6,29,43.3,64.4,20,29.9,2,3.0,2007,2020,09X404,X404,School for Excellence,320900011404,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,X400,1110 BOSTON ROAD,NY,1010840.0,240756.0,-73.90392,40.827455,203.0,16.0,13500.0,2026340001.0,BX35,Morrisania-Melrose,Leslie Aquino,I.A. Principal,718-860-1385,718-860-4882,9,9,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,HS09,HS Network 09 Superintendent Office,"ALCOFF, MICHAEL",203.0,42.0,0.09434008452347689,3339,0.22339670846121648,Z&F Deli Grocery,Bronx
724,Total Cohort,09X404,SCHOOL FOR EXCELLENCE,2004,92,69,75.0,21,22.8,30.4,0,0.0,0.0,21,22.8,30.4,48,52.2,69.6,14,15.2,7,7.6,2008,2020,09X404,X404,School for Excellence,320900011404,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,X400,1110 BOSTON ROAD,NY,1010840.0,240756.0,-73.90392,40.827455,203.0,16.0,13500.0,2026340001.0,BX35,Morrisania-Melrose,Leslie Aquino,I.A. Principal,718-860-1385,718-860-4882,9,9,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,HS09,HS Network 09 Superintendent Office,"ALCOFF, MICHAEL",203.0,42.0,0.09434008452347689,3339,0.22339670846121648,Z&F Deli Grocery,Bronx
725,Total Cohort,09X404,SCHOOL FOR EXCELLENCE,2005,83,64,77.09999999999998,24,28.9,37.5,0,0.0,0.0,24,28.9,37.5,40,48.2,62.5,5,6.0,10,12.0,2009,2020,09X404,X404,School for Excellence,320900011404,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,X400,1110 BOSTON ROAD,NY,1010840.0,240756.0,-73.90392,40.827455,203.0,16.0,13500.0,2026340001.0,BX35,Morrisania-Melrose,Leslie Aquino,I.A. Principal,718-860-1385,718-860-4882,9,9,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,HS09,HS Network 09 Superintendent Office,"ALCOFF, MICHAEL",203.0,42.0,0.09434008452347689,3339,0.22339670846121648,Z&F Deli Grocery,Bronx
726,Total Cohort,09X404,SCHOOL FOR EXCELLENCE,2006,108,59,54.6,32,29.6,54.2,0,0.0,0.0,32,29.6,54.2,27,25.0,45.8,31,28.7,10,9.3,2010,2020,09X404,X404,School for Excellence,320900011404,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,X400,1110 BOSTON ROAD,NY,1010840.0,240756.0,-73.90392,40.827455,203.0,16.0,13500.0,2026340001.0,BX35,Morrisania-Melrose,Leslie Aquino,I.A. Principal,718-860-1385,718-860-4882,9,9,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,HS09,HS Network 09 Superintendent Office,"ALCOFF, MICHAEL",203.0,42.0,0.09434008452347689,3339,0.22339670846121648,Z&F Deli Grocery,Bronx
727,Total Cohort,09X412,BRONX HIGH SCHOOL OF BUSINESS,2002,71,37,52.1,27,38.0,73.0,8,11.3,21.6,19,26.8,51.4,10,14.1,27.0,25,35.20000000000001,8,11.3,2006,2020,09X412,X412,Bronx High School of Business,320900011412,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,X410,240 EAST 172 STREET,NY,1008775.0,245072.0,-73.911366,40.839307,204.0,16.0,22500.0,2028170002.0,BX14,East Concourse-Concourse Village,Alice Bajana Vega,Principal,718-410-4060,718-992-5760,9,9,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,HS09,HS Network 09 Superintendent Office,"ALCOFF, MICHAEL",204.0,44.0,0.08815877802629712,2613,0.3140843476864832,Baraka African Market,Bronx
728,Total Cohort,09X412,BRONX HIGH SCHOOL OF BUSINESS,2003,112,22,19.6,15,13.4,68.2,7,6.3,31.8,8,7.1,36.4,7,6.3,31.8,56,50.0,26,23.2,2007,2020,09X412,X412,Bronx High School of Business,320900011412,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,X410,240 EAST 172 STREET,NY,1008775.0,245072.0,-73.911366,40.839307,204.0,16.0,22500.0,2028170002.0,BX14,East Concourse-Concourse Village,Alice Bajana Vega,Principal,718-410-4060,718-992-5760,9,9,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,HS09,HS Network 09 Superintendent Office,"ALCOFF, MICHAEL",204.0,44.0,0.08815877802629712,2613,0.3140843476864832,Baraka African Market,Bronx
